Unnamed: 0,tweet_id,text,favorite_count,retweet_count,created_at,tweetos,text_lem,sentiment_compound_polarity,sentiment_neutral,sentiment_negative,sentiment_pos,sentiment_type
186,1.28725E+18,"Single-day spike of 48,661 COVID-19 cases, 705 fatalities pushes India's caseload to 13,85,522, death toll to 32,06…",11,6,Sun Jul 26 05:06:23 +0000 2020,other,Single day spike of        COVID    cases      fatalities pushes India s caseload to            death toll to,-0.8316,0.606,0.394,0,NEGATIVE
187,1.28725E+18,RT #Covid19 vaccine update today: Good news! Part 1 of #Covaxin Phase 1 trial completed with ‘encouraging results’,0,10,Sun Jul 26 05:06:13 +0000 2020,other,Covid   vaccine update today  Good news  Part   of  Covaxin Phase   trial completed with  encouraging results,0.743,0.69,0,0.31,POSITIVE
188,1.28725E+18,"Less data, better indicators about infection moratality and recovery!!! This is how new governance model works!!! W…",0,0,Sun Jul 26 05:05:45 +0000 2020,other,Less data  better indicators about infection moratality and recovery    This is how new governance model works    W,0.3862,0.851,0,0.149,POSITIVE
190,1.28725E+18,#PMOIndia #delhigovt THE DANGEROUS HOTSPOT OF COVID -19 (Delhi AIRPORT COVID -19 Facility Centre) Coming from abro…,1,0,Sun Jul 26 05:05:31 +0000 2020,other,PMOIndia  delhigovt THE DANGEROUS HOTSPOT OF COVID      Delhi AIRPOCOVID     Facility Centre  Coming from abro,-0.5904,0.785,0.215,0,NEGATIVE
191,1.28725E+18,Join us for this interesting webinar as representatives from CSOs and Corporate come together to discuss the key ch…,0,0,Sun Jul 26 05:05:27 +0000 2020,other,Join us for this interesting webinar as representatives from CSOs and Corporate come together to discuss the key ch,0.6514,0.761,0,0.239,POSITIVE
192,1.28725E+18,"RT The overall number of global #coronavirus cases was nearing the 16 million mark, while the deaths have increased to over 643,…",0,2,Sun Jul 26 05:05:22 +0000 2020,other,The overall number of global  coronavirus cases was nearing the    million mark  while the deaths have increased to over,0.34,0.841,0,0.159,POSITIVE
194,1.28725E+18,"RT There cannot be a uniform peak in COVID-19 cases in a large country like India and each state has its own trajectory,…",0,1,Sun Jul 26 05:05:12 +0000 2020,other,There cannot be a uniform peak in COVID    cases in a large country like India and each state has its own trajectory,0.3612,0.889,0,0.111,POSITIVE
196,1.28725E+18,India registers highest single-day Covid-19 cases test on 2nd consecutive day,0,0,Sun Jul 26 05:05:04 +0000 2020,other,India registers highest single day Covid    cases test on  nd consecutive day,0,1,0,0,NEUTRAL
199,1.28725E+18,"RT Most states collect information about district, age, gender but dont share it. My story on covid 19 data reporting",0,9,Sun Jul 26 05:04:29 +0000 2020,other,Most states collect information about district  age  gender but dont share it  My story on covid    data reporting,-0.3252,0.885,0.115,0,NEGATIVE
200,1.28725E+18,#CoronaVirusUpdates Total #COVID19 cases : 1385522 Recoveries : 885577 Total deaths : 32063 In last 24 hours 486…,0,0,Sun Jul 26 05:04:16 +0000 2020,other,CoronaVirusUpdates Total  COVID   cases           Recoveries          Total deaths         In last    hours,0,1,0,0,NEUTRAL
206,1.28725E+18,"RT ""Union Minister Arjun Ram Meghwal has launched a 'papad' brand amid covid pandemic claiming that it contains some ingredient…",0,1296,Sun Jul 26 05:02:28 +0000 2020,other,Union Minister Arjun Ram Meghwal has launched a  papad  brand amid covid pandemic claiming that it contains some ingredient,0.128,0.923,0,0.077,POSITIVE
207,1.28725E+18,Sir 10th class ke papper cancel kar deneee chayie kyu ki covid 19 ke wjha se keral me 5 student papp…,1,0,Sun Jul 26 05:02:04 +0000 2020,@DrRPNishank,Sir   th class ke papper cancel kar deneee chayie kyu ki covid    ke wjha se keral me   student papp,-0.25,0.9,0.1,0,NEGATIVE
208,1.28725E+18,"RT President Kovind flagged off nine trucks of relief supplies from Rashtrapati Bhavan for the people of Assam, Bihar and…",0,689,Sun Jul 26 05:02:03 +0000 2020,other,President Kovind flagged off nine trucks of relief supplies from Rashtrapati Bhavan for the people of Assam  Bihar and,0.4767,0.86,0,0.14,POSITIVE
210,1.28725E+18,अब अगला टास्क ये होने वाला है ?? जनता ने क्या सोचकर आपको वोट दिया था ?? #PragyaThakur #COVID__19,1,0,Sun Jul 26 05:01:48 +0000 2020,other,PragyaThakur  COVID,0,1,0,0,NEUTRAL
211,1.28725E+18,RT SENIOR CITIZENS- THE VULNERABLE TO COVID-19 The unprecedented onset of the Covid-19 pandemic because of the coronavirus has…,0,2,Sun Jul 26 05:01:21 +0000 2020,other,SENIOR CITIZENS  THE VULNERABLE TO COVID    The unprecedented onset of the Covid    pandemic because of the coronavirus has,-0.3885,0.872,0.128,0,NEGATIVE
213,1.28725E+18,"India’s Covid-19 tally over 13.85 lakh, recovery rate nears 64% – india news",0,0,Sun Jul 26 05:00:36 +0000 2020,other,India s Covid    tally over       lakh  recovery rate nears       india news,0,1,0,0,NEUTRAL
216,1.28725E+18,RT ⚡️ “Oxford-Astrazeneca: Here's why to refrain from building false hopes” #Covid_19 #oxfordva…,0,8,Sun Jul 26 05:00:33 +0000 2020,other,Oxford Astrazeneca  Here s why to refrain from building false hopes   Covid     oxfordva,0.4215,0.811,0,0.189,POSITIVE
217,1.28725E+18,"कोरोना दुनिया में LIVE: डब्ल्यूएचओ ने कहा- हर हफ्ते दुनिया में कम से कम 10 लाख मामले सामने आ रहे, ज्यादा आबादी वाले…",0,0,Sun Jul 26 05:00:32 +0000 2020,other,LIVE,0,1,0,0,NEUTRAL
219,1.28725E+18,"Bihar losing to Covid-19 due to state govt ‘apathy’, writes |",0,0,Sun Jul 26 05:00:05 +0000 2020,other,Bihar losing to Covid    due to state govt  apathy   writes,-0.5859,0.625,0.375,0,NEGATIVE
222,1.28725E+18,Respected sir 🙏 Every body knows That Covid 19 is pendemic situation in India So that's why UPSC I…,2,0,Sun Jul 26 04:59:57 +0000 2020,@narendramodi,Respected sir   Every body knows That Covid    is pendemic situation in India So that s why UPSC I,0.4767,0.829,0,0.171,POSITIVE
225,1.28725E+18,"With spike of 48,661 cases, India's COVID-19 tally reaches 13,85,522 via",0,0,Sun Jul 26 04:59:45 +0000 2020,other,With spike of        cases  India s COVID    tally reaches           via,0.0516,0.87,0,0.13,POSITIVE
228,1.28725E+18,RT #Israel 🇮🇱to send special mission to #India 🇮🇳with advanced rapid #Covid-19 test #tech - The Economic Times,0,356,Sun Jul 26 04:59:31 +0000 2020,other,Israel   to send special mission to  India   with advanced rapid  Covid    test  tech   The Economic Times,0.5719,0.761,0,0.239,POSITIVE
230,1.28725E+18,Centre allocates additional Rs 40 thousand cr under MGNREGA in view of COVID-19 pandemic,0,0,Sun Jul 26 04:59:17 +0000 2020,other,Centre allocates additional Rs    thousand cr under MGNREGA in view of COVID    pandemic,0,1,0,0,NEUTRAL
232,1.28725E+18,अब वर्चुअल रैली और चुनाव कराने का सही समय है ! #Bihar #BiharFightsCorona #biharelection2020 #COVID__19,1,0,Sun Jul 26 04:59:01 +0000 2020,@PIB_Patna,Bihar  BiharFightsCorona  biharelection      COVID,0,1,0,0,NEUTRAL
233,1.28725E+18,RT Dabboo Ratnani shared these amazing BTS images of SRK 😍 #ShahRukhKhan #TeamShahRukhKhan #bollywo…,0,21,Sun Jul 26 04:58:41 +0000 2020,other,Dabboo Ratnani shared these amazing BTS images of SRK    ShahRukhKhan  TeamShahRukhKhan  bollywo,0.7351,0.64,0,0.36,POSITIVE
234,1.28725E+18,"RT Each one, wear one. #facemask #Covid_19",0,51,Sun Jul 26 04:58:40 +0000 2020,other,Each one  wear one   facemask  Covid,0,1,0,0,NEUTRAL
236,1.28725E+18,It’s the season of #SaaS this pandemic. 🔐,1,0,Sun Jul 26 04:58:03 +0000 2020,other,It s the season of  SaaS this pandemic,0,1,0,0,NEUTRAL
239,1.28725E+18,Only publishing data in twitter account is not enough. Please disseminate the info l…,0,0,Sun Jul 26 04:57:48 +0000 2020,@BiharHealthDept,Only publishing data in twitter account is not enough  Please disseminate the info l,-0.2411,0.859,0.141,0,NEGATIVE
242,1.28725E+18,"India’s Covid-19 tally over 13.85 lakh, recovery rate nears 64%",0,0,Sun Jul 26 04:56:55 +0000 2020,other,India s Covid    tally over       lakh  recovery rate nears,0,1,0,0,NEUTRAL
243,1.28725E+18,কর্ণাটক সামলাতে কবে যাচ্ছেন #ক্রেডিট_শাহ ? দিল্লিকে নাকি উনি শুধরে দিয়েছেন ? #কোভিড১৯ When #Credit_Shah will air…,0,0,Sun Jul 26 04:56:55 +0000 2020,other,When  Credit Shah will air,0.3818,0.606,0,0.394,POSITIVE
245,1.28725E+18,RT Why discrimination with parents.We are also victim of COVID-19 Epidemic. Our income is badly effected. #NoSchoolNoFee #MannK…,0,7,Sun Jul 26 04:56:47 +0000 2020,other,Why discrimination with parents We are also victim of COVID    Epidemic  Our income is badly effected   NoSchoolNoFee  MannK,-0.6369,0.766,0.234,0,NEGATIVE
246,1.28725E+18,3 दिन में डेढ़ लाख Covid-19 अब सोचो बच्चों का क्या होगा? #cancelallexams #COVID__19,0,0,Sun Jul 26 04:56:45 +0000 2020,other,Covid                                  cancelallexams  COVID,0,1,0,0,NEUTRAL
249,1.28725E+18,RT Sir please cancel the compartment exams because COVID-19 is increasing fast day by day and we all are get…,0,15,Sun Jul 26 04:56:40 +0000 2020,other,Sir please cancel the compartment exams because COVID    is increasing fast day by day and we all are get,0.0772,0.807,0.09,0.103,POSITIVE
250,1.28725E+18,"RT #CoronavirusIndia Updates Today (July 26): 48,661 new COVID-19 cases, 705 deaths 24 hours; total – 13,85,522",0,1,Sun Jul 26 04:56:16 +0000 2020,other,CoronavirusIndia Updates Today  July             new COVID    cases      deaths    hours  total,0,1,0,0,NEUTRAL
254,1.28725E+18,RT If and when get some free time from self promotions .. all during this #COVID__19 .. just a month back th…,0,1,Sun Jul 26 04:55:57 +0000 2020,other,If and when get some free time from self promotions    all during this  COVID        just a month back th,0.5106,0.845,0,0.155,POSITIVE
256,1.28725E+18,Went ahead with England tour despite Covid-19 cases among players to help resumption of cricket: PCB,1,0,Sun Jul 26 04:55:53 +0000 2020,other,Went ahead with England tour despite Covid    cases among players to help resumption of cricket  PCB,0.4019,0.847,0,0.153,POSITIVE
257,1.28725E+18,"RT देश में कोरोना संक्रमितों की संख्या पहुंची 14 लाख के करीब, अबतक 32 हजार से ज्यादा लोगों की जा चुकी है जान #IndiaFights…",0,1,Sun Jul 26 04:55:49 +0000 2020,other,IndiaFights,0,1,0,0,NEUTRAL
259,1.28725E+18,Respected sir 🙏 Every body knows That Covid 19 is pendemic situation in India So that's why UPS…,0,0,Sun Jul 26 04:55:08 +0000 2020,@DrJitendraSingh,Respected sir   Every body knows That Covid    is pendemic situation in India So that s why UPS,0.4767,0.829,0,0.171,POSITIVE
262,1.28725E+18,"1/2 On National #ParentsDay, listen to what children did to ensure their parents health and diabetes stayed in con…",1,0,Sun Jul 26 04:54:47 +0000 2020,other,On National  ParentsDay  listen to what children did to ensure their parents health and diabetes stayed in con,0.3818,0.867,0,0.133,POSITIVE
267,1.28725E+18,Wow seems like India heading for another Non Performing Asset crisis. The prediction is 12.5% by March 2021. This…,0,0,Sun Jul 26 04:54:30 +0000 2020,other,Wow seems like India heading for another Non Performing Asset crisis  The prediction is       by March       This,0.5719,0.502,0.158,0.34,POSITIVE
274,1.28725E+18,RT Breaking now: MP CM has tested positive for Covid 19. Wish him a speedy recovery..,0,561,Sun Jul 26 04:54:07 +0000 2020,other,Breaking now  MP CM has tested positive for Covid     Wish him a speedy recovery,0.743,0.656,0,0.344,POSITIVE
278,1.28725E+18,RT #Cricket #ENGvPAK Went ahead with England tour despite #COVID__19 cases among players to help resumption of cricket:,0,2,Sun Jul 26 04:53:15 +0000 2020,other,Cricket  ENGvPAK Went ahead with England tour despite  COVID     cases among players to help resumption of cricket,0.4019,0.863,0,0.137,POSITIVE
283,1.28725E+18,If and when get some free time from self promotions .. all during this #COVID__19 .. just a month b…,1,1,Sun Jul 26 04:52:57 +0000 2020,other,If and when get some free time from self promotions    all during this  COVID        just a month b,0.5106,0.82,0,0.18,POSITIVE
284,1.28725E+18,#Cricket #ENGvPAK Went ahead with England tour despite #COVID__19 cases among players to help resumption of crick…,12,2,Sun Jul 26 04:52:38 +0000 2020,other,Cricket  ENGvPAK Went ahead with England tour despite  COVID     cases among players to help resumption of crick,0.4019,0.856,0,0.144,POSITIVE
285,1.28725E+18,"World Breastfeeding Week 2020 (1-7 August). Happy to share the video on breastfeeding during COVID, developed by CT…",2,0,Sun Jul 26 04:52:37 +0000 2020,other,World Breastfeeding Week           August   Happy to share the video on breastfeeding during COVID  developed by CT,0.7096,0.704,0,0.296,POSITIVE
287,1.28725E+18,"RT India has one of world's lowest #Covid_19 infection, death rate: at SCO health ministers' meet READ: ht…",0,19,Sun Jul 26 04:52:25 +0000 2020,other,India has one of world s lowest  Covid    infection  death rate  at SCO health ministers  meet READ  ht,-0.7579,0.711,0.289,0,NEGATIVE
289,1.28725E+18,"Delhi's COVID-19 Recovery Rate Crosses 87%, Active Cases Lowest In 7 Weeks.",1,0,Sun Jul 26 04:51:59 +0000 2020,other,Delhi s COVID    Recovery Rate Crosses      Active Cases Lowest In   Weeks,0.0258,0.602,0.195,0.203,POSITIVE
292,1.28725E+18,"RT A minor girl, who tested positive for Covid-19 and was admitted to a Covid care centre in Delhi, was sexually assaulted a…",0,46,Sun Jul 26 04:51:49 +0000 2020,other,A minor girl  who tested positive for Covid    and was admitted to a Covid care centre in Delhi  was sexually assaulted a,0.5859,0.58,0.123,0.297,POSITIVE
295,1.28725E+18,"RT COVID-19 Poses Relatively Low Risks To School-Aged Children, Schools Must Open, Says The CDC",0,2,Sun Jul 26 04:50:55 +0000 2020,other,COVID    Poses Relatively Low Risks To School Aged Children  Schools Must Open  Says The CDC,-0.4939,0.769,0.231,0,NEGATIVE
297,1.28725E+18,"RT #COVID__19 : Total COVID 19 cases: 13,85,522 Recoveries: 885577 Total deaths:32063 In last 24 hours 48,661 cases and…",0,1,Sun Jul 26 04:50:44 +0000 2020,other,COVID       Total COVID    cases            Recoveries         Total deaths       In last    hours        cases and,0,1,0,0,NEUTRAL
299,1.28725E+18,Don’t let #FakeNews divert your mind in the wrong direction. Follow the official sources only for everything you ne…,1,1,Sun Jul 26 04:50:30 +0000 2020,other,Don t let  FakeNews divert your mind in the wrong direction  Follow the official sources only for everything you ne,-0.4767,0.853,0.147,0,NEGATIVE
301,1.28725E+18,"RT Read ""COVID-19-stricken 80-year-old poet Varavara Rao found lying in urine is symptomatic of India’s apathy toward…",0,880,Sun Jul 26 04:50:11 +0000 2020,other,Read  COVID    stricken    year old poet Varavara Rao found lying in urine is symptomatic of India s apathy toward,-0.836,0.643,0.357,0,NEGATIVE
305,1.28725E+18,Thugs of Medicine via #Covid_19 #covid #Corona #CoronavirusPandemic…,0,0,Sun Jul 26 04:49:36 +0000 2020,other,Thugs of Medicine via  Covid     covid  Corona  CoronavirusPandemic,0,1,0,0,NEUTRAL
313,1.28725E+18,"Hope, better sense prevails amongst our #politicians; and take #actions which have been seen to work; such…",0,0,Sun Jul 26 04:48:40 +0000 2020,other,Hope  better sense prevails amongst our  politicians  and take  actions which have been seen to work  such,0.7003,0.721,0,0.279,POSITIVE
315,1.28725E+18,"LAtest Updates:- #Corona in India Last 24 hours record:- New Cases:-48,661 Deaths:- 705 Now, Total Cases:-13,85,5…",1,0,Sun Jul 26 04:48:29 +0000 2020,other,LAtest Updates    Corona in India Last    hours record   New Cases         Deaths       Now  Total Cases,0,1,0,0,NEUTRAL
316,1.28725E+18,"RT Chittaranjan Locomotive Works (CLW) has successfully rolled out its 50th loco on 22nd July 2020 in this financial year, d…",0,229,Sun Jul 26 04:48:17 +0000 2020,other,Chittaranjan Locomotive Works  CLW  has successfully rolled out its   th loco on   nd July      in this financial year  d,0.4939,0.849,0,0.151,POSITIVE
